Ewe/V	I/mA
4.129999876022339E-001	-7.165215833992988E-007
4.120000004768372E-001	-7.449136205650575E-007
4.110000133514404E-001	-7.744330332570826E-007
4.099999964237213E-001	-8.051246140894364E-007
4.090000092983246E-001	-8.370347472919093E-007
4.079999923706055E-001	-8.702118066139519E-007
4.070000052452087E-001	-9.047060416378372E-007
4.059999883174896E-001	-9.405696346220793E-007
4.050000011920929E-001	-9.778568710316904E-007
4.039999842643738E-001	-1.016624310068437E-006
4.029999971389771E-001	-1.056930614140583E-006
4.020000100135803E-001	-1.098836719393148E-006
4.009999930858612E-001	-1.142406176768418E-006
4.000000059604645E-001	-1.187704810945434E-006
3.989999890327454E-001	-1.234801288774179E-006
3.980000019073486E-001	-1.283767005588743E-006
3.969999849796295E-001	-1.334675857833645E-006
3.959999978542328E-001	-1.387605038871698E-006
3.950000107288361E-001	-1.442634584236657E-006
3.939999938011169E-001	-1.499847826380574E-006
3.930000066757202E-001	-1.559331280986953E-006
3.919999897480011E-001	-1.621174988031271E-006
3.910000026226044E-001	-1.685472625467810E-006
3.899999856948853E-001	-1.752321281855984E-006
3.889999985694885E-001	-1.821822252168204E-006
3.880000114440918E-001	-1.894080696729361E-006
3.869999945163727E-001	-1.969205868590507E-006
3.860000073909760E-001	-2.047311227215687E-006
3.849999904632568E-001	-2.128515006916132E-006
3.840000033378601E-001	-2.212940216850257E-006
3.829999864101410E-001	-2.300714413649985E-006
3.819999992847443E-001	-2.391970383541775E-006
3.810000121593475E-001	-2.486845687599271E-006
3.799999952316284E-001	-2.585484480732703E-006
3.790000081062317E-001	-2.688035237952136E-006
3.779999911785126E-001	-2.794653255477897E-006
3.770000040531158E-001	-2.905499513872201E-006
3.759999871253967E-001	-3.020741814907524E-006
3.750000000000000E-001	-3.140554099445581E-006
3.740000128746033E-001	-3.265117584305699E-006
3.729999959468842E-001	-3.394620080143795E-006
3.720000088214874E-001	-3.529257583068102E-006
3.709999918937683E-001	-3.669233137770789E-006
3.700000047683716E-001	-3.814758656517370E-006
3.689999878406525E-001	-3.966053100157296E-006
3.680000007152557E-001	-4.123345206608064E-006
3.669999837875366E-001	-4.286872808734188E-006
3.659999966621399E-001	-4.456882379599847E-006
3.650000095367432E-001	-4.633630396710942E-006
3.639999926090240E-001	-4.817383796762442E-006
3.630000054836273E-001	-5.008419520891039E-006
3.619999885559082E-001	-5.207025878917193E-006
3.610000014305115E-001	-5.413502549345139E-006
3.599999845027924E-001	-5.628160124615533E-006
3.589999973773956E-001	-5.851322839589557E-006
3.580000102519989E-001	-6.083327207306866E-006
3.569999933242798E-001	-6.324522018985590E-006
3.560000061988831E-001	-6.575271072506439E-006
3.549999892711639E-001	-6.835952262917999E-006
3.540000021457672E-001	-7.106957582436735E-006
3.529999852180481E-001	-7.388695394183742E-006
3.519999980926514E-001	-7.681589522690047E-006
3.510000109672546E-001	-7.986081072886009E-006
3.499999940395355E-001	-8.302627065859269E-006
3.490000069141388E-001	-8.631704076833557E-006
3.479999899864197E-001	-8.973806870926637E-006
3.470000028610229E-001	-9.329449312645011E-006
3.459999859333038E-001	-9.699166184873320E-006
3.449999988079071E-001	-1.008351136988495E-005
3.440000116825104E-001	-1.048306330631021E-005
3.429999947547913E-001	-1.089842135115759E-005
3.420000076293945E-001	-1.133020850829780E-005
3.409999907016754E-001	-1.177907142846379E-005
3.400000035762787E-001	-1.224568313773489E-005
3.389999866485596E-001	-1.273074303753674E-005
3.379999995231628E-001	-1.323497781413607E-005
3.370000123977661E-001	-1.375914143864065E-005
3.359999954700470E-001	-1.430401789548341E-005
3.350000083446503E-001	-1.487042391090654E-005
3.339999914169312E-001	-1.545920349599328E-005
3.330000042915344E-001	-1.607123704161495E-005
3.319999873638153E-001	-1.670743949944153E-005
3.310000002384186E-001	-1.736875674396288E-005
3.299999833106995E-001	-1.805617830541451E-005
3.289999961853027E-001	-1.877072827483062E-005
3.280000090599060E-001	-1.951346712303348E-005
3.269999921321869E-001	-2.028550443355925E-005
3.260000050067902E-001	-2.108798435074277E-005
3.249999880790710E-001	-2.192210195062216E-005
3.240000009536743E-001	-2.278909414599184E-005
3.229999840259552E-001	-2.369024878134951E-005
3.219999969005585E-001	-2.462689917592797E-005
3.210000097751617E-001	-2.560043503763154E-005
3.199999928474426E-001	-2.661229518707842E-005
3.190000057220459E-001	-2.766397483355831E-005
3.179999887943268E-001	-2.875702739402186E-005
3.170000016689301E-001	-2.989306631207000E-005
3.159999847412109E-001	-3.107376323896460E-005
3.149999976158142E-001	-3.230086076655425E-005
3.140000104904175E-001	-3.357615423738025E-005
3.129999935626984E-001	-3.490152812446468E-005
3.120000064373016E-001	-3.627891783253290E-005
3.109999895095825E-001	-3.771034243982285E-005
3.100000023841858E-001	-3.919789378414862E-005
3.089999854564667E-001	-4.074375101481564E-005
3.079999983310699E-001	-4.235016240272671E-005
3.070000112056732E-001	-4.401947080623358E-005
3.059999942779541E-001	-4.575409911922179E-005
3.050000071525574E-001	-4.755657209898345E-005
3.039999902248383E-001	-4.942949453834444E-005
3.030000030994415E-001	-5.137558036949486E-005
3.019999861717224E-001	-5.339763811207376E-005
3.009999990463257E-001	-5.549857814912684E-005
3.000000119209290E-001	-5.768142364104278E-005
2.989999949932098E-001	-5.994930688757449E-005
2.980000078678131E-001	-6.230548024177551E-005
2.969999909400940E-001	-6.475329428212717E-005
2.960000038146973E-001	-6.729625602019951E-005
2.949999868869781E-001	-6.993797433096915E-005
2.939999997615814E-001	-7.268218905664980E-005
2.929999828338623E-001	-7.553278555860743E-005
2.919999957084656E-001	-7.849378016544506E-005
2.910000085830688E-001	-8.156934200087562E-005
2.899999916553497E-001	-8.476378570776433E-005
2.890000045299530E-001	-8.808156417217106E-005
2.879999876022339E-001	-9.152730490313843E-005
2.870000004768372E-001	-9.510578820481896E-005
2.859999835491180E-001	-9.882196900434792E-005
2.849999964237213E-001	-1.026809695758857E-004
2.840000092983246E-001	-1.066880795406178E-004
2.829999923706055E-001	-1.108487849705853E-004
2.820000052452087E-001	-1.151687392848544E-004
2.809999883174896E-001	-1.196538141812198E-004
2.800000011920929E-001	-1.243100559804589E-004
2.789999842643738E-001	-1.291437074542046E-004
2.779999971389771E-001	-1.341612369287759E-004
2.770000100135803E-001	-1.393693237332627E-004
2.759999930858612E-001	-1.447748363716528E-004
2.750000059604645E-001	-1.503849052824080E-004
2.739999890327454E-001	-1.562068355269730E-004
2.730000019073486E-001	-1.622482086531818E-004
2.719999849796295E-001	-1.685168390395120E-004
2.709999978542328E-001	-1.750207302393392E-004
2.700000107288361E-001	-1.817681913962588E-004
2.689999938011169E-001	-1.887677499325946E-004
2.680000066757202E-001	-1.960281952051446E-004
2.669999897480011E-001	-2.035585494013503E-004
2.660000026226044E-001	-2.113681111950427E-004
2.649999856948853E-001	-2.194664557464421E-004
2.639999985694885E-001	-2.278634055983275E-004
2.629999816417694E-001	-2.365690597798675E-004
2.619999945163727E-001	-2.455937501508743E-004
2.610000073909760E-001	-2.549481287132949E-004
2.599999904632568E-001	-2.646430802997202E-004
2.590000033378601E-001	-2.746898098848760E-004
2.579999864101410E-001	-2.850997261703014E-004
2.569999992847443E-001	-2.958845288958400E-004
2.559999823570251E-001	-3.070562379434705E-004
2.549999952316284E-001	-3.186270478181541E-004
2.540000081062317E-001	-3.306094731669873E-004
2.529999911785126E-001	-3.430162614677101E-004
2.520000040531158E-001	-3.558603930287063E-004
2.509999871253967E-001	-3.691551100928336E-004
2.500000000000000E-001	-3.829138877335936E-004
2.489999979734421E-001	-3.971504338551313E-004
2.479999959468842E-001	-4.118785727769136E-004
2.469999939203262E-001	-4.271124489605427E-004
2.459999918937683E-001	-4.428662941791117E-004
2.449999898672104E-001	-4.591545730363578E-004
2.440000027418137E-001	-4.759918083436787E-004
2.430000007152557E-001	-4.933927557431161E-004
2.419999986886978E-001	-5.113721126690507E-004
2.409999966621399E-001	-5.299448966979980E-004
2.399999946355820E-001	-5.491258343681693E-004
2.389999926090240E-001	-5.689300014637411E-004
2.379999905824661E-001	-5.893722409382463E-004
2.370000034570694E-001	-6.104673957452178E-004
2.360000014305115E-001	-6.322302506305277E-004
2.349999994039536E-001	-6.546754157170653E-004
2.339999973773956E-001	-6.778173847123981E-004
2.329999953508377E-001	-7.016703602857888E-004
2.319999933242798E-001	-7.262483122758567E-004
2.309999912977219E-001	-7.515648612752557E-004
2.299999892711639E-001	-7.776332786306739E-004
2.290000021457672E-001	-8.044662536121905E-004
2.280000001192093E-001	-8.320761844515800E-004
2.269999980926514E-001	-8.604747708886862E-004
2.259999960660934E-001	-8.896730723790824E-004
2.249999940395355E-001	-9.196813916787505E-004
2.239999920129776E-001	-9.505093330517411E-004
2.229999899864197E-001	-9.821655694395304E-004
2.220000028610229E-001	-1.014657900668681E-003
2.210000008344650E-001	-1.047992962412536E-003
2.199999988079071E-001	-1.082176342606545E-003
2.189999967813492E-001	-1.117212465032935E-003
2.179999947547913E-001	-1.153104356490076E-003
2.169999927282333E-001	-1.189853763207793E-003
2.159999907016754E-001	-1.227460918016732E-003
2.149999886751175E-001	-1.265924307517707E-003
2.140000015497208E-001	-1.305240904912353E-003
2.129999995231628E-001	-1.345406170003116E-003
2.119999974966049E-001	-1.386413117870688E-003
2.109999954700470E-001	-1.428253366611898E-003
2.099999934434891E-001	-1.470916322432458E-003
2.089999914169312E-001	-1.514389296062291E-003
2.079999893903732E-001	-1.558657269924879E-003
2.070000022649765E-001	-1.603703130967915E-003
2.060000002384186E-001	-1.649507437832654E-003
2.049999982118607E-001	-1.696048304438591E-003
2.039999961853027E-001	-1.743301399983466E-003
2.029999941587448E-001	-1.791239948943257E-003
2.019999921321869E-001	-1.839834614656866E-003
2.009999901056290E-001	-1.889053382910788E-003
1.999999880790710E-001	-1.938861794769764E-003
1.990000009536743E-001	-1.989223062992096E-003
1.979999989271164E-001	-2.040097024291754E-003
1.969999969005585E-001	-2.091442001983523E-003
1.959999948740005E-001	-2.143213059753180E-003
1.949999928474426E-001	-2.195362932980061E-003
1.939999908208847E-001	-2.247842261567712E-003
1.929999887943268E-001	-2.300598891451955E-003
1.920000016689301E-001	-2.353578805923462E-003
1.909999996423721E-001	-2.406725659966469E-003
1.899999976158142E-001	-2.459981478750706E-003
1.889999955892563E-001	-2.513285493478179E-003
1.879999935626984E-001	-2.566576469689608E-003
1.869999915361404E-001	-2.619790611788630E-003
1.859999895095825E-001	-2.672863425686955E-003
1.850000023841858E-001	-2.725728787481785E-003
1.840000003576279E-001	-2.778320340439677E-003
1.829999983310699E-001	-2.830570098012686E-003
1.819999963045120E-001	-2.882410306483507E-003
1.809999942779541E-001	-2.933772746473551E-003
1.799999922513962E-001	-2.984588965773582E-003
1.789999902248383E-001	-3.034791210666299E-003
1.779999881982803E-001	-3.084312193095684E-003
1.770000010728836E-001	-3.133084857836366E-003
1.759999990463257E-001	-3.181044012308121E-003
1.749999970197678E-001	-3.228124929592013E-003
1.739999949932098E-001	-3.274265443906188E-003
1.729999929666519E-001	-3.319404087960720E-003
1.719999909400940E-001	-3.363482421264052E-003
1.709999889135361E-001	-3.406443633139133E-003
1.700000017881393E-001	-3.448233939707279E-003
1.689999997615814E-001	-3.488801652565598E-003
1.679999977350235E-001	-3.528098575770855E-003
1.669999957084656E-001	-3.566079307347536E-003
1.659999936819077E-001	-3.602701704949141E-003
1.649999916553497E-001	-3.637927351519465E-003
1.639999896287918E-001	-3.671720623970032E-003
1.629999876022339E-001	-3.704050555825233E-003
1.620000004768372E-001	-3.734888741746545E-003
1.609999984502792E-001	-3.764211200177670E-003
1.599999964237213E-001	-3.791997907683253E-003
1.589999943971634E-001	-3.818232100456953E-003
1.579999923706055E-001	-3.842901438474655E-003
1.569999903440475E-001	-3.865996608510613E-003
1.559999883174896E-001	-3.887512721121311E-003
1.550000011920929E-001	-3.907448612153530E-003
1.539999991655350E-001	-3.925805911421776E-003
1.529999971389771E-001	-3.942590672522783E-003
1.519999951124191E-001	-3.957812208682299E-003
1.509999930858612E-001	-3.971482627093792E-003
1.499999910593033E-001	-3.983616828918457E-003
1.489999890327454E-001	-3.994234837591648E-003
1.480000019073486E-001	-4.003356210887432E-003
1.469999998807907E-001	-4.011006560176611E-003
1.459999978542328E-001	-4.017211496829987E-003
1.449999958276749E-001	-4.021999891847372E-003
1.439999938011169E-001	-4.025402944535017E-003
1.429999917745590E-001	-4.027453716844320E-003
1.419999897480011E-001	-4.028186202049255E-003
1.409999877214432E-001	-4.027637187391520E-003
1.400000005960464E-001	-4.025843925774097E-003
1.389999985694885E-001	-4.022845532745123E-003
1.379999965429306E-001	-4.018681589514017E-003
1.369999945163727E-001	-4.013392608612776E-003
1.359999924898148E-001	-4.007020499557257E-003
1.349999904632568E-001	-3.999606706202030E-003
1.339999884366989E-001	-3.991194069385529E-003
1.330000013113022E-001	-3.981824032962322E-003
1.319999992847443E-001	-3.971539903432131E-003
1.309999972581863E-001	-3.960383590310812E-003
1.299999952316284E-001	-3.948397468775511E-003
1.289999932050705E-001	-3.935623914003372E-003
1.279999911785126E-001	-3.922104369848967E-003
1.269999891519547E-001	-3.907879348844290E-003
1.259999871253967E-001	-3.892989829182625E-003
1.249999925494194E-001	-3.877475159242749E-003
1.239999979734421E-001	-3.861374687403440E-003
1.229999959468842E-001	-3.844726132228971E-003
1.219999939203262E-001	-3.827567212283611E-003
1.209999918937683E-001	-3.809933783486485E-003
1.199999973177910E-001	-3.791861468926072E-003
1.189999952912331E-001	-3.773384727537632E-003
1.179999932646751E-001	-3.754536388441920E-003
1.169999912381172E-001	-3.735349047929049E-003
1.159999966621399E-001	-3.715853439643979E-003
1.149999946355820E-001	-3.696080064401031E-003
1.139999926090240E-001	-3.676057327538729E-003
1.129999905824661E-001	-3.655813168734312E-003
1.119999960064888E-001	-3.635374363511801E-003
1.109999939799309E-001	-3.614766057580709E-003
1.099999919533730E-001	-3.594013163819909E-003
1.089999973773956E-001	-3.573138732463121E-003
1.079999953508377E-001	-3.552164882421494E-003
1.069999933242798E-001	-3.531113266944885E-003
1.059999912977219E-001	-3.510003443807364E-003
1.049999967217445E-001	-3.488855203613639E-003
1.039999946951866E-001	-3.467686008661985E-003
1.029999926686287E-001	-3.446513554081321E-003
1.019999906420708E-001	-3.425353672355413E-003
1.009999960660934E-001	-3.404221730306745E-003
9.999999403953552E-002	-3.383132163435221E-003
9.899999201297760E-002	-3.362098708748817E-003
9.799999743700027E-002	-3.341133706271648E-003
9.699999541044235E-002	-3.320249263197184E-003
9.599999338388443E-002	-3.299456322565675E-003
9.499999135732651E-002	-3.278765361756086E-003
9.399999678134918E-002	-3.258185926824808E-003
9.299999475479126E-002	-3.237727098166943E-003
9.199999272823334E-002	-3.217397024855018E-003
9.099999070167542E-002	-3.197203390300274E-003
8.999999612569809E-002	-3.177153179422021E-003
8.899999409914017E-002	-3.157252911478281E-003
8.799999207258224E-002	-3.137508407235146E-003
8.699999749660492E-002	-3.117925254628062E-003
8.599999547004700E-002	-3.098508110269904E-003
8.499999344348907E-002	-3.079261397942901E-003
8.399999141693115E-002	-3.060189308598638E-003
8.299999684095383E-002	-3.041295101866126E-003
8.199999481439590E-002	-3.022582037374377E-003
8.099999278783798E-002	-3.004052676260471E-003
7.999999076128006E-002	-2.985709579661489E-003
7.899999618530273E-002	-2.967554610222578E-003
7.799999415874481E-002	-2.949589630588889E-003
7.699999213218689E-002	-2.931816037744284E-003
7.599999010562897E-002	-2.914234763011336E-003
7.499999552965164E-002	-2.896846970543265E-003
7.399999350309372E-002	-2.879653126001358E-003
7.299999147653580E-002	-2.862653229385614E-003
7.199999690055847E-002	-2.845847979187965E-003
7.099999487400055E-002	-2.829237142577767E-003
6.999999284744263E-002	-2.812820253893733E-003
6.899999082088470E-002	-2.796597080305219E-003
6.799999624490738E-002	-2.780566690489650E-003
6.699999421834946E-002	-2.764728851616383E-003
6.599999219179153E-002	-2.749082399532199E-003
6.499999016523361E-002	-2.733626402914524E-003
6.399999558925629E-002	-2.718359464779496E-003
6.299999356269836E-002	-2.703280420973897E-003
6.199999526143074E-002	-2.688388107344508E-003
6.099999323487282E-002	-2.673680894076824E-003
5.999999493360519E-002	-2.659157151356339E-003
5.899999290704727E-002	-2.644815482199192E-003
5.799999460577965E-002	-2.630654023960233E-003
5.699999257922173E-002	-2.616671146824956E-003
5.599999427795410E-002	-2.602864988148212E-003
5.499999225139618E-002	-2.589233452454209E-003
5.399999395012856E-002	-2.575774909928441E-003
5.299999192357063E-002	-2.562487265095115E-003
5.199999362230301E-002	-2.549368655309081E-003
5.099999159574509E-002	-2.536416985094547E-003
4.999999329447746E-002	-2.523630158975720E-003
4.899999499320984E-002	-2.511006314307451E-003
4.799999296665192E-002	-2.498543122783303E-003
4.699999466538429E-002	-2.486238488927484E-003
4.599999263882637E-002	-2.474090550094843E-003
4.499999433755875E-002	-2.462096977978945E-003
4.399999231100082E-002	-2.450255677103996E-003
4.299999400973320E-002	-2.438564551994205E-003
4.199999198317528E-002	-2.427021740004420E-003
4.099999368190765E-002	-2.415624679997563E-003
3.999999165534973E-002	-2.404371509328485E-003
3.899999335408211E-002	-2.393260132521391E-003
3.799999132752419E-002	-2.382288454100490E-003
3.699999302625656E-002	-2.371454378589988E-003
3.599999472498894E-002	-2.360755577683449E-003
3.499999269843102E-002	-2.350190421566367E-003
3.399999439716339E-002	-2.339756814762950E-003
3.299999237060547E-002	-2.329452428966761E-003
3.199999406933784E-002	-2.319275634363294E-003
3.099999390542507E-002	-2.309224102646112E-003
2.999999374151230E-002	-2.299296204000711E-003
2.899999357759953E-002	-2.289489610120654E-003
2.799999341368675E-002	-2.279802691191435E-003
2.699999324977398E-002	-2.270233584567904E-003
2.599999308586121E-002	-2.260780194774270E-003
2.499999292194843E-002	-2.251440891996026E-003
2.399999275803566E-002	-2.242213580757380E-003
2.299999259412289E-002	-2.233096631243825E-003
2.199999243021011E-002	-2.224088413640857E-003
2.099999226629734E-002	-2.215186832472682E-003
1.999999210238457E-002	-2.206390257924795E-003
1.899999193847179E-002	-2.197697293013334E-003
1.799999363720417E-002	-2.189105842262506E-003
1.699999347329140E-002	-2.180614275857806E-003
1.599999330937862E-002	-2.172221429646015E-003
1.499999314546585E-002	-2.163925208151340E-003
1.399999298155308E-002	-2.155723981559277E-003
1.299999281764030E-002	-2.147616818547249E-003
1.199999265372753E-002	-2.139601390808821E-003
1.099999248981476E-002	-2.131676767021418E-003
9.999992325901985E-003	-2.123841317370534E-003
8.999993093311787E-003	-2.116093412041664E-003
7.999992929399014E-003	-2.108431654050946E-003
6.999992765486240E-003	-2.100854879245162E-003
5.999992601573467E-003	-2.093361690640450E-003
4.999992437660694E-003	-2.085950225591660E-003
3.999992739409208E-003	-2.078619785606861E-003
2.999992575496435E-003	-2.071368740871549E-003
1.999992644414306E-003	-2.064195694401860E-003
9.999925969168544E-004	-2.057099714875221E-003
-7.450580596923828E-009	-2.050079172477126E-003
-1.000007498078048E-003	-2.043133135885000E-003
-2.000007545575500E-003	-2.036260208114982E-003
-3.000007476657629E-003	-2.029459457844496E-003
-4.000007640570402E-003	-2.022729488089681E-003
-5.000007338821888E-003	-2.016069134697318E-003
-6.000007502734661E-003	-2.009477466344833E-003
-7.000007666647434E-003	-2.002953318879008E-003
-8.000007830560207E-003	-1.996495528146625E-003
-9.000007994472981E-003	-1.990103162825108E-003
-1.000000722706318E-002	-1.983775291591883E-003
-1.100000739097595E-002	-1.977510517463088E-003
-1.200000755488873E-002	-1.971308141946793E-003
-1.300000771880150E-002	-1.965167233720422E-003
-1.400000788271427E-002	-1.959086628630757E-003
-1.500000804662704E-002	-1.953065395355225E-003
-1.600000821053982E-002	-1.947102602571249E-003
-1.700000837445259E-002	-1.941197551786900E-003
-1.800000853836536E-002	-1.935349195264280E-003
-1.900000683963299E-002	-1.929556601680815E-003
-2.000000700354576E-002	-1.923818956129253E-003
-2.100000716745853E-002	-1.918135443702340E-003
-2.200000733137131E-002	-1.912505365908146E-003
-2.300000749528408E-002	-1.906927675008774E-003
-2.400000765919685E-002	-1.901401672512293E-003
-2.500000782310963E-002	-1.895926543511450E-003
-2.600000798702240E-002	-1.890501589514315E-003
-2.700000815093517E-002	-1.885125995613635E-003
-2.800000831484795E-002	-1.879799179732800E-003
-2.900000847876072E-002	-1.874520210549235E-003
-3.000000864267349E-002	-1.869288389571011E-003
-3.100000880658627E-002	-1.864103134721518E-003
-3.200000897049904E-002	-1.858963747508824E-003
-3.300000727176666E-002	-1.853869413025677E-003
-3.400000929832459E-002	-1.848819665610790E-003
-3.500000759959221E-002	-1.843813806772232E-003
-3.600000962615013E-002	-1.838851138018072E-003
-3.700000792741776E-002	-1.833930960856378E-003
-3.800000622868538E-002	-1.829052926041186E-003
-3.900000825524330E-002	-1.824216218665242E-003
-4.000000655651093E-002	-1.819420256651938E-003
-4.100000858306885E-002	-1.814664457924664E-003
-4.200000688433647E-002	-1.809948473237455E-003
-4.300000891089439E-002	-1.805271487683058E-003
-4.400000721216202E-002	-1.800633035600185E-003
-4.500000923871994E-002	-1.796032534912229E-003
-4.600000753998756E-002	-1.791469636373222E-003
-4.700000956654549E-002	-1.786943641491234E-003
-4.800000786781311E-002	-1.782454084604979E-003
-4.900000989437103E-002	-1.778000500053167E-003
-5.000000819563866E-002	-1.773582305759192E-003
-5.100000649690628E-002	-1.769199152477086E-003
-5.200000852346420E-002	-1.764850574545562E-003
-5.300000682473183E-002	-1.760535989888012E-003
-5.400000885128975E-002	-1.756254932843149E-003
-5.500000715255737E-002	-1.752007170580328E-003
-5.600000917911530E-002	-1.747792004607618E-003
-5.700000748038292E-002	-1.743609085679054E-003
-5.800000950694084E-002	-1.739458064548671E-003
-5.900000780820847E-002	-1.735338475555182E-003
-6.000000983476639E-002	-1.731249969452620E-003
-6.100000813603401E-002	-1.727192080579698E-003
-6.200001016259193E-002	-1.723164343275130E-003
-6.300000846385956E-002	-1.719166524708271E-003
-6.400001049041748E-002	-1.715198042802513E-003
-6.500000506639481E-002	-1.711258781142533E-003
-6.600000709295273E-002	-1.707348157651722E-003
-6.700000911951065E-002	-1.703465939499438E-003
-6.800001114606857E-002	-1.699611661024392E-003
-6.900000572204590E-002	-1.695785089395940E-003
-7.000000774860382E-002	-1.691985875368118E-003
-7.100000977516174E-002	-1.688213553279638E-003
-7.200001180171967E-002	-1.684467890299857E-003
-7.300000637769699E-002	-1.680748537182808E-003
-7.400000840425491E-002	-1.677055261097848E-003
-7.500001043081284E-002	-1.673387596383691E-003
-7.600000500679016E-002	-1.669745310209692E-003
-7.700000703334808E-002	-1.666128169745207E-003
-7.800000905990601E-002	-1.662535709328949E-003
-7.900001108646393E-002	-1.658967696130276E-003
-8.000000566244125E-002	-1.655423897318542E-003
-8.100000768899918E-002	-1.651904080063105E-003
-8.200000971555710E-002	-1.648407778702676E-003
-8.300001174211502E-002	-1.644934876821935E-003
-8.400000631809235E-002	-1.641485025174916E-003
-8.500000834465027E-002	-1.638057990930974E-003
-8.600001037120819E-002	-1.634653541259468E-003
-8.700001239776611E-002	-1.631271326914430E-003
-8.800000697374344E-002	-1.627911231480539E-003
-8.900000900030136E-002	-1.624572905711830E-003
-9.000001102685928E-002	-1.621256000362337E-003
-9.100000560283661E-002	-1.617960515432060E-003
-9.200000762939453E-002	-1.614686101675034E-003
-9.300000965595245E-002	-1.611432409845293E-003
-9.400001168251038E-002	-1.608199323527515E-003
-9.500000625848770E-002	-1.604986726306379E-003
-9.600000828504562E-002	-1.601794152520597E-003
-9.700001031160355E-002	-1.598621602170169E-003
-9.800001233816147E-002	-1.595468726009130E-003
-9.900000691413879E-002	-1.592335291206837E-003
-1.000000089406967E-001	-1.589221181347966E-003
-1.010000109672546E-001	-1.586126163601875E-003
-1.020000055432320E-001	-1.583050121553242E-003
