Ewe/V	I/mA
3.059999942779541E-001	-9.150819823844358E-005
3.050000071525574E-001	-9.511314419796690E-005
3.039999902248383E-001	-9.885898907668889E-005
3.030000030994415E-001	-1.027511607389897E-004
3.019999861717224E-001	-1.067952762241475E-004
3.009999990463257E-001	-1.109971562982537E-004
3.000000119209290E-001	-1.153628472820856E-004
2.989999949932098E-001	-1.198986137751490E-004
2.980000078678131E-001	-1.246109604835510E-004
2.969999909400940E-001	-1.295065885642543E-004
2.960000038146973E-001	-1.345925120403990E-004
2.949999868869781E-001	-1.398759486619383E-004
2.939999997615814E-001	-1.453643781132996E-004
2.929999828338623E-001	-1.510655711172149E-004
2.919999957084656E-001	-1.569875603308901E-004
2.910000085830688E-001	-1.631386840017512E-004
2.899999916553497E-001	-1.695275714155287E-004
2.890000045299530E-001	-1.761631283443421E-004
2.879999876022339E-001	-1.830546098062769E-004
2.870000004768372E-001	-1.902115764096379E-004
2.859999835491180E-001	-1.976439380086958E-004
2.849999964237213E-001	-2.053619391517714E-004
2.840000092983246E-001	-2.133761590812355E-004
2.829999923706055E-001	-2.216975699411705E-004
2.820000052452087E-001	-2.303374785697088E-004
2.809999883174896E-001	-2.393076283624396E-004
2.800000011920929E-001	-2.486201119609177E-004
2.789999842643738E-001	-2.582874149084091E-004
2.779999971389771E-001	-2.683224738575518E-004
2.770000100135803E-001	-2.787386474665254E-004
2.759999930858612E-001	-2.895496727433056E-004
2.750000059604645E-001	-3.007698105648160E-004
2.739999890327454E-001	-3.124136710539460E-004
2.730000019073486E-001	-3.244964173063636E-004
2.719999849796295E-001	-3.370336780790240E-004
2.709999978542328E-001	-3.500414604786783E-004
2.700000107288361E-001	-3.635363827925175E-004
2.689999938011169E-001	-3.775354998651892E-004
2.680000066757202E-001	-3.920563904102892E-004
2.669999897480011E-001	-4.071170988027006E-004
2.660000026226044E-001	-4.227362223900855E-004
2.649999856948853E-001	-4.389329114928842E-004
2.639999985694885E-001	-4.557268111966550E-004
2.629999816417694E-001	-4.731381195597351E-004
2.619999945163727E-001	-4.911875003017485E-004
2.610000073909760E-001	-5.098962574265897E-004
2.599999904632568E-001	-5.292861605994403E-004
2.590000033378601E-001	-5.493796197697520E-004
2.579999864101410E-001	-5.701994523406029E-004
2.569999992847443E-001	-5.917690577916801E-004
2.559999823570251E-001	-6.141124758869410E-004
2.549999952316284E-001	-6.372540956363082E-004
2.540000081062317E-001	-6.612189463339746E-004
2.529999911785126E-001	-6.860325229354203E-004
2.520000040531158E-001	-7.117207860574126E-004
2.509999871253967E-001	-7.383102201856673E-004
2.500000000000000E-001	-7.658277754671872E-004
2.489999979734421E-001	-7.943008677102625E-004
2.479999959468842E-001	-8.237571455538273E-004
2.469999939203262E-001	-8.542248979210854E-004
2.459999918937683E-001	-8.857325883582234E-004
2.449999898672104E-001	-9.183091460727155E-004
2.440000027418137E-001	-9.519836166873574E-004
2.430000007152557E-001	-9.867855114862323E-004
2.419999986886978E-001	-1.022744225338101E-003
2.409999966621399E-001	-1.059889793395996E-003
2.399999946355820E-001	-1.098251668736339E-003
2.389999926090240E-001	-1.137860002927482E-003
2.379999905824661E-001	-1.178744481876493E-003
2.370000034570694E-001	-1.220934791490436E-003
2.360000014305115E-001	-1.264460501261055E-003
2.349999994039536E-001	-1.309350831434131E-003
2.339999973773956E-001	-1.355634769424796E-003
2.329999953508377E-001	-1.403340720571578E-003
2.319999933242798E-001	-1.452496624551713E-003
2.309999912977219E-001	-1.503129722550511E-003
2.299999892711639E-001	-1.555266557261348E-003
2.290000021457672E-001	-1.608932507224381E-003
2.280000001192093E-001	-1.664152368903160E-003
2.269999980926514E-001	-1.720949541777372E-003
2.259999960660934E-001	-1.779346144758165E-003
2.249999940395355E-001	-1.839362783357501E-003
2.239999920129776E-001	-1.901018666103482E-003
2.229999899864197E-001	-1.964331138879061E-003
2.220000028610229E-001	-2.029315801337361E-003
2.210000008344650E-001	-2.095985924825072E-003
2.199999988079071E-001	-2.164352685213089E-003
2.189999967813492E-001	-2.234424930065870E-003
2.179999947547913E-001	-2.306208712980151E-003
2.169999927282333E-001	-2.379707526415586E-003
2.159999907016754E-001	-2.454921836033463E-003
2.149999886751175E-001	-2.531848615035415E-003
2.140000015497208E-001	-2.610481809824705E-003
2.129999995231628E-001	-2.690812340006232E-003
2.119999974966049E-001	-2.772826235741377E-003
2.109999954700470E-001	-2.856506733223796E-003
2.099999934434891E-001	-2.941832644864917E-003
2.089999914169312E-001	-3.028778592124581E-003
2.079999893903732E-001	-3.117314539849758E-003
2.070000022649765E-001	-3.207406261935830E-003
2.060000002384186E-001	-3.299014875665307E-003
2.049999982118607E-001	-3.392096608877182E-003
2.039999961853027E-001	-3.486602799966931E-003
2.029999941587448E-001	-3.582479897886515E-003
2.019999921321869E-001	-3.679669229313731E-003
2.009999901056290E-001	-3.778106765821576E-003
1.999999880790710E-001	-3.877723589539528E-003
1.990000009536743E-001	-3.978446125984192E-003
1.979999989271164E-001	-4.080194048583508E-003
1.969999969005585E-001	-4.182884003967047E-003
1.959999948740005E-001	-4.286426119506359E-003
1.949999928474426E-001	-4.390725865960121E-003
1.939999908208847E-001	-4.495684523135424E-003
1.929999887943268E-001	-4.601197782903910E-003
1.920000016689301E-001	-4.707157611846924E-003
1.909999996423721E-001	-4.813451319932938E-003
1.899999976158142E-001	-4.919962957501411E-003
1.889999955892563E-001	-5.026570986956358E-003
1.879999935626984E-001	-5.133152939379215E-003
1.869999915361404E-001	-5.239581223577261E-003
1.859999895095825E-001	-5.345726851373911E-003
1.850000023841858E-001	-5.451457574963570E-003
1.840000003576279E-001	-5.556640680879354E-003
1.829999983310699E-001	-5.661140196025372E-003
1.819999963045120E-001	-5.764820612967014E-003
1.809999942779541E-001	-5.867545492947102E-003
1.799999922513962E-001	-5.969177931547165E-003
1.789999902248383E-001	-6.069582421332598E-003
1.779999881982803E-001	-6.168624386191368E-003
1.770000010728836E-001	-6.266169715672731E-003
1.759999990463257E-001	-6.362088024616241E-003
1.749999970197678E-001	-6.456249859184027E-003
1.739999949932098E-001	-6.548530887812376E-003
1.729999929666519E-001	-6.638808175921440E-003
1.719999909400940E-001	-6.726964842528105E-003
1.709999889135361E-001	-6.812887266278267E-003
1.700000017881393E-001	-6.896467879414558E-003
1.689999997615814E-001	-6.977603305131197E-003
1.679999977350235E-001	-7.056197151541710E-003
1.669999957084656E-001	-7.132158614695072E-003
1.659999936819077E-001	-7.205403409898281E-003
1.649999916553497E-001	-7.275854703038931E-003
1.639999896287918E-001	-7.343441247940063E-003
1.629999876022339E-001	-7.408101111650467E-003
1.620000004768372E-001	-7.469777483493090E-003
1.609999984502792E-001	-7.528422400355339E-003
1.599999964237213E-001	-7.583995815366507E-003
1.589999943971634E-001	-7.636464200913906E-003
1.579999923706055E-001	-7.685802876949310E-003
1.569999903440475E-001	-7.731993217021227E-003
1.559999883174896E-001	-7.775025442242622E-003
1.550000011920929E-001	-7.814897224307060E-003
1.539999991655350E-001	-7.851611822843552E-003
1.529999971389771E-001	-7.885181345045567E-003
1.519999951124191E-001	-7.915624417364597E-003
1.509999930858612E-001	-7.942965254187584E-003
1.499999910593033E-001	-7.967233657836914E-003
1.489999890327454E-001	-7.988469675183296E-003
1.480000019073486E-001	-8.006712421774864E-003
1.469999998807907E-001	-8.022013120353222E-003
1.459999978542328E-001	-8.034422993659973E-003
1.449999958276749E-001	-8.043999783694744E-003
1.439999938011169E-001	-8.050805889070034E-003
1.429999917745590E-001	-8.054907433688641E-003
1.419999897480011E-001	-8.056372404098511E-003
1.409999877214432E-001	-8.055274374783039E-003
1.400000005960464E-001	-8.051687851548195E-003
1.389999985694885E-001	-8.045691065490246E-003
1.379999965429306E-001	-8.037363179028034E-003
1.369999945163727E-001	-8.026785217225552E-003
1.359999924898148E-001	-8.014040999114513E-003
1.349999904632568E-001	-7.999213412404060E-003
1.339999884366989E-001	-7.982388138771057E-003
1.330000013113022E-001	-7.963648065924644E-003
1.319999992847443E-001	-7.943079806864262E-003
1.309999972581863E-001	-7.920767180621624E-003
1.299999952316284E-001	-7.896794937551022E-003
1.289999932050705E-001	-7.871247828006744E-003
1.279999911785126E-001	-7.844208739697933E-003
1.269999891519547E-001	-7.815758697688580E-003
1.259999871253967E-001	-7.785979658365250E-003
1.249999925494194E-001	-7.754950318485498E-003
1.239999979734421E-001	-7.722749374806881E-003
1.229999959468842E-001	-7.689452264457941E-003
1.219999939203262E-001	-7.655134424567223E-003
1.209999918937683E-001	-7.619867566972971E-003
1.199999973177910E-001	-7.583722937852144E-003
1.189999952912331E-001	-7.546769455075264E-003
1.179999932646751E-001	-7.509072776883841E-003
1.169999912381172E-001	-7.470698095858097E-003
1.159999966621399E-001	-7.431706879287958E-003
1.149999946355820E-001	-7.392160128802061E-003
1.139999926090240E-001	-7.352114655077457E-003
1.129999905824661E-001	-7.311626337468624E-003
1.119999960064888E-001	-7.270748727023602E-003
1.109999939799309E-001	-7.229532115161419E-003
1.099999919533730E-001	-7.188026327639818E-003
1.089999973773956E-001	-7.146277464926243E-003
1.079999953508377E-001	-7.104329764842987E-003
1.069999933242798E-001	-7.062226533889771E-003
1.059999912977219E-001	-7.020006887614727E-003
1.049999967217445E-001	-6.977710407227278E-003
1.039999946951866E-001	-6.935372017323971E-003
1.029999926686287E-001	-6.893027108162642E-003
1.019999906420708E-001	-6.850707344710827E-003
1.009999960660934E-001	-6.808443460613489E-003
9.999999403953552E-002	-6.766264326870441E-003
9.899999201297760E-002	-6.724197417497635E-003
9.799999743700027E-002	-6.682267412543297E-003
9.699999541044235E-002	-6.640498526394367E-003
9.599999338388443E-002	-6.598912645131350E-003
9.499999135732651E-002	-6.557530723512173E-003
9.399999678134918E-002	-6.516371853649616E-003
9.299999475479126E-002	-6.475454196333885E-003
9.199999272823334E-002	-6.434794049710035E-003
9.099999070167542E-002	-6.394406780600548E-003
8.999999612569809E-002	-6.354306358844042E-003
8.899999409914017E-002	-6.314505822956562E-003
8.799999207258224E-002	-6.275016814470291E-003
8.699999749660492E-002	-6.235850509256125E-003
8.599999547004700E-002	-6.197016220539808E-003
8.499999344348907E-002	-6.158522795885801E-003
8.399999141693115E-002	-6.120378617197275E-003
8.299999684095383E-002	-6.082590203732252E-003
8.199999481439590E-002	-6.045164074748755E-003
8.099999278783798E-002	-6.008105352520943E-003
7.999999076128006E-002	-5.971419159322977E-003
7.899999618530273E-002	-5.935109220445156E-003
7.799999415874481E-002	-5.899179261177778E-003
7.699999213218689E-002	-5.863632075488567E-003
7.599999010562897E-002	-5.828469526022673E-003
7.499999552965164E-002	-5.793693941086531E-003
7.399999350309372E-002	-5.759306252002716E-003
7.299999147653580E-002	-5.725306458771229E-003
7.199999690055847E-002	-5.691695958375931E-003
7.099999487400055E-002	-5.658474285155535E-003
6.999999284744263E-002	-5.625640507787466E-003
6.899999082088470E-002	-5.593194160610437E-003
6.799999624490738E-002	-5.561133380979300E-003
6.699999421834946E-002	-5.529457703232765E-003
6.599999219179153E-002	-5.498164799064398E-003
6.499999016523361E-002	-5.467252805829048E-003
6.399999558925629E-002	-5.436718929558992E-003
6.299999356269836E-002	-5.406560841947794E-003
6.199999526143074E-002	-5.376776214689016E-003
6.099999323487282E-002	-5.347361788153648E-003
5.999999493360519E-002	-5.318314302712679E-003
5.899999290704727E-002	-5.289630964398384E-003
5.799999460577965E-002	-5.261308047920465E-003
5.699999257922173E-002	-5.233342293649912E-003
5.599999427795410E-002	-5.205729976296425E-003
5.499999225139618E-002	-5.178466904908419E-003
5.399999395012856E-002	-5.151549819856882E-003
5.299999192357063E-002	-5.124974530190229E-003
5.199999362230301E-002	-5.098737310618162E-003
5.099999159574509E-002	-5.072833970189095E-003
4.999999329447746E-002	-5.047260317951441E-003
4.899999499320984E-002	-5.022012628614903E-003
4.799999296665192E-002	-4.997086245566607E-003
4.699999466538429E-002	-4.972476977854967E-003
4.599999263882637E-002	-4.948181100189686E-003
4.499999433755875E-002	-4.924193955957890E-003
4.399999231100082E-002	-4.900511354207993E-003
4.299999400973320E-002	-4.877129103988409E-003
4.199999198317528E-002	-4.854043480008841E-003
4.099999368190765E-002	-4.831249359995127E-003
3.999999165534973E-002	-4.808743018656969E-003
3.899999335408211E-002	-4.786520265042782E-003
3.799999132752419E-002	-4.764576908200979E-003
3.699999302625656E-002	-4.742908757179976E-003
3.599999472498894E-002	-4.721511155366898E-003
3.499999269843102E-002	-4.700380843132734E-003
3.399999439716339E-002	-4.679513629525900E-003
3.299999237060547E-002	-4.658904857933521E-003
3.199999406933784E-002	-4.638551268726587E-003
3.099999390542507E-002	-4.618448205292225E-003
2.999999374151230E-002	-4.598592408001423E-003
2.899999357759953E-002	-4.578979220241308E-003
2.799999341368675E-002	-4.559605382382870E-003
2.699999324977398E-002	-4.540467169135809E-003
2.599999308586121E-002	-4.521560389548540E-003
2.499999292194843E-002	-4.502881783992052E-003
2.399999275803566E-002	-4.484427161514759E-003
2.299999259412289E-002	-4.466193262487650E-003
2.199999243021011E-002	-4.448176827281713E-003
2.099999226629734E-002	-4.430373664945364E-003
1.999999210238457E-002	-4.412780515849590E-003
1.899999193847179E-002	-4.395394586026669E-003
1.799999363720417E-002	-4.378211684525013E-003
1.699999347329140E-002	-4.361228551715612E-003
1.599999330937862E-002	-4.344442859292030E-003
1.499999314546585E-002	-4.327850416302681E-003
1.399999298155308E-002	-4.311447963118553E-003
1.299999281764030E-002	-4.295233637094498E-003
1.199999265372753E-002	-4.279202781617641E-003
1.099999248981476E-002	-4.263353534042835E-003
9.999992325901985E-003	-4.247682634741068E-003
8.999993093311787E-003	-4.232186824083328E-003
7.999992929399014E-003	-4.216863308101892E-003
6.999992765486240E-003	-4.201709758490324E-003
5.999992601573467E-003	-4.186723381280899E-003
4.999992437660694E-003	-4.171900451183319E-003
3.999992739409208E-003	-4.157239571213722E-003
2.999992575496435E-003	-4.142737481743097E-003
1.999992644414306E-003	-4.128391388803720E-003
9.999925969168544E-004	-4.114199429750443E-003
-7.450580596923828E-009	-4.100158344954252E-003
-1.000007498078048E-003	-4.086266271770000E-003
-2.000007545575500E-003	-4.072520416229963E-003
-3.000007476657629E-003	-4.058918915688992E-003
-4.000007640570402E-003	-4.045458976179361E-003
-5.000007338821888E-003	-4.032138269394636E-003
-6.000007502734661E-003	-4.018954932689667E-003
-7.000007666647434E-003	-4.005906637758017E-003
-8.000007830560207E-003	-3.992991056293249E-003
-9.000007994472981E-003	-3.980206325650215E-003
-1.000000722706318E-002	-3.967550583183765E-003
-1.100000739097595E-002	-3.955021034926176E-003
-1.200000755488873E-002	-3.942616283893585E-003
-1.300000771880150E-002	-3.930334467440844E-003
-1.400000788271427E-002	-3.918173257261515E-003
-1.500000804662704E-002	-3.906130790710449E-003
-1.600000821053982E-002	-3.894205205142498E-003
-1.700000837445259E-002	-3.882395103573799E-003
-1.800000853836536E-002	-3.870698390528560E-003
-1.900000683963299E-002	-3.859113203361630E-003
-2.000000700354576E-002	-3.847637912258506E-003
-2.100000716745853E-002	-3.836270887404680E-003
-2.200000733137131E-002	-3.825010731816292E-003
-2.300000749528408E-002	-3.813855350017548E-003
-2.400000765919685E-002	-3.802803345024586E-003
-2.500000782310963E-002	-3.791853087022901E-003
-2.600000798702240E-002	-3.781003179028630E-003
-2.700000815093517E-002	-3.770251991227269E-003
-2.800000831484795E-002	-3.759598359465599E-003
-2.900000847876072E-002	-3.749040421098471E-003
-3.000000864267349E-002	-3.738576779142022E-003
-3.100000880658627E-002	-3.728206269443035E-003
-3.200000897049904E-002	-3.717927495017648E-003
-3.300000727176666E-002	-3.707738826051354E-003
-3.400000929832459E-002	-3.697639331221581E-003
-3.500000759959221E-002	-3.687627613544464E-003
-3.600000962615013E-002	-3.677702276036143E-003
-3.700000792741776E-002	-3.667861921712756E-003
-3.800000622868538E-002	-3.658105852082372E-003
-3.900000825524330E-002	-3.648432437330484E-003
-4.000000655651093E-002	-3.638840513303876E-003
-4.100000858306885E-002	-3.629328915849328E-003
-4.200000688433647E-002	-3.619896946474910E-003
-4.300000891089439E-002	-3.610542975366116E-003
-4.400000721216202E-002	-3.601266071200371E-003
-4.500000923871994E-002	-3.592065069824457E-003
-4.600000753998756E-002	-3.582939272746444E-003
-4.700000956654549E-002	-3.573887282982469E-003
-4.800000786781311E-002	-3.564908169209957E-003
-4.900000989437103E-002	-3.556001000106335E-003
-5.000000819563866E-002	-3.547164611518383E-003
-5.100000649690628E-002	-3.538398304954171E-003
-5.200000852346420E-002	-3.529701149091125E-003
-5.300000682473183E-002	-3.521071979776025E-003
-5.400000885128975E-002	-3.512509865686297E-003
-5.500000715255737E-002	-3.504014341160655E-003
-5.600000917911530E-002	-3.495584009215236E-003
-5.700000748038292E-002	-3.487218171358109E-003
-5.800000950694084E-002	-3.478916129097342E-003
-5.900000780820847E-002	-3.470676951110363E-003
-6.000000983476639E-002	-3.462499938905239E-003
-6.100000813603401E-002	-3.454384161159396E-003
-6.200001016259193E-002	-3.446328686550260E-003
-6.300000846385956E-002	-3.438333049416542E-003
-6.400001049041748E-002	-3.430396085605025E-003
-6.500000506639481E-002	-3.422517562285066E-003
-6.600000709295273E-002	-3.414696315303445E-003
-6.700000911951065E-002	-3.406931878998876E-003
-6.800001114606857E-002	-3.399223322048783E-003
-6.900000572204590E-002	-3.391570178791881E-003
-7.000000774860382E-002	-3.383971750736237E-003
-7.100000977516174E-002	-3.376427106559277E-003
-7.200001180171967E-002	-3.368935780599713E-003
-7.300000637769699E-002	-3.361497074365616E-003
-7.400000840425491E-002	-3.354110522195697E-003
-7.500001043081284E-002	-3.346775192767382E-003
-7.600000500679016E-002	-3.339490620419383E-003
-7.700000703334808E-002	-3.332256339490414E-003
-7.800000905990601E-002	-3.325071418657899E-003
-7.900001108646393E-002	-3.317935392260551E-003
-8.000000566244125E-002	-3.310847794637084E-003
-8.100000768899918E-002	-3.303808160126209E-003
-8.200000971555710E-002	-3.296815557405353E-003
-8.300001174211502E-002	-3.289869753643870E-003
-8.400000631809235E-002	-3.282970050349832E-003
-8.500000834465027E-002	-3.276115981861949E-003
-8.600001037120819E-002	-3.269307082518935E-003
-8.700001239776611E-002	-3.262542653828859E-003
-8.800000697374344E-002	-3.255822462961078E-003
-8.900000900030136E-002	-3.249145811423659E-003
-9.000001102685928E-002	-3.242512000724673E-003
-9.100000560283661E-002	-3.235921030864120E-003
-9.200000762939453E-002	-3.229372203350067E-003
-9.300000965595245E-002	-3.222864819690585E-003
-9.400001168251038E-002	-3.216398647055030E-003
-9.500000625848770E-002	-3.209973452612758E-003
-9.600000828504562E-002	-3.203588305041194E-003
-9.700001031160355E-002	-3.197243204340339E-003
-9.800001233816147E-002	-3.190937452018261E-003
-9.900000691413879E-002	-3.184670582413673E-003
-1.000000089406967E-001	-3.178442362695932E-003
-1.010000109672546E-001	-3.172252327203751E-003
-1.020000055432320E-001	-3.166100243106484E-003
